"","CV.RMSE","CV.AUC","Avg.of.optimal.thresholds","Threshold.for.Fold5","Avg.expected.loss","Expected.loss.for.Fold5"
"1",0.290150565840305,0.777198882999129,0.128048621675284,0.145487861811391,1.70676921982939,1.44429708222812
