neighbourhood_cleansed,price
I Centro Storico,79
XII Monte Verde,58
I Centro Storico,80
XIII Aurelia,40
I Centro Storico,84
I Centro Storico,90
I Centro Storico,85
I Centro Storico,68
XIII Aurelia,40
I Centro Storico,84
I Centro Storico,81
I Centro Storico,185
I Centro Storico,85
I Centro Storico,60
I Centro Storico,48
I Centro Storico,36
II Parioli/Nomentano,81
I Centro Storico,91
I Centro Storico,45
I Centro Storico,95
I Centro Storico,95
I Centro Storico,95
VII San Giovanni/CinecittĂ ,34
I Centro Storico,74
II Parioli/Nomentano,50
V Prenestino/Centocelle,25
VI Roma delle Torri,30
X Ostia/Acilia,44
VII San Giovanni/CinecittĂ ,40
V Prenestino/Centocelle,83
I Centro Storico,98
VII San Giovanni/CinecittĂ ,39
V Prenestino/Centocelle,25
I Centro Storico,84
VIII Appia Antica,70
I Centro Storico,37
IX Eur,72
XII Monte Verde,59
I Centro Storico,35
IX Eur,67
III Monte Sacro,55
V Prenestino/Centocelle,35
V Prenestino/Centocelle,30
XIII Aurelia,40
V Prenestino/Centocelle,28
X Ostia/Acilia,99
I Centro Storico,90
IX Eur,72
I Centro Storico,108
I Centro Storico,98
II Parioli/Nomentano,60
I Centro Storico,56
V Prenestino/Centocelle,55
I Centro Storico,65
I Centro Storico,250
I Centro Storico,76
II Parioli/Nomentano,52
V Prenestino/Centocelle,36
I Centro Storico,72
I Centro Storico,90
I Centro Storico,73
XIII Aurelia,70
XIII Aurelia,60
I Centro Storico,161
I Centro Storico,130
V Prenestino/Centocelle,37
I Centro Storico,72
III Monte Sacro,17
VII San Giovanni/CinecittĂ ,75
X Ostia/Acilia,94
II Parioli/Nomentano,44
I Centro Storico,139
I Centro Storico,168
I Centro Storico,85
I Centro Storico,99
I Centro Storico,89
IV Tiburtina,64
I Centro Storico,125
X Ostia/Acilia,69
VII San Giovanni/CinecittĂ ,73
I Centro Storico,80
XV Cassia/Flaminia,60
I Centro Storico,61
I Centro Storico,94
I Centro Storico,39
III Monte Sacro,20
I Centro Storico,50
I Centro Storico,80
I Centro Storico,47
I Centro Storico,180
I Centro Storico,69
I Centro Storico,63
VI Roma delle Torri,65
II Parioli/Nomentano,71
XIII Aurelia,60
XII Monte Verde,40
I Centro Storico,51
VII San Giovanni/CinecittĂ ,40
V Prenestino/Centocelle,30
I Centro Storico,68
II Parioli/Nomentano,70
I Centro Storico,54
I Centro Storico,290
I Centro Storico,36
I Centro Storico,73
I Centro Storico,66
IX Eur,51
II Parioli/Nomentano,60
I Centro Storico,91
I Centro Storico,55
I Centro Storico,55
I Centro Storico,55
I Centro Storico,50
VI Roma delle Torri,40
X Ostia/Acilia,38
II Parioli/Nomentano,101
II Parioli/Nomentano,50
I Centro Storico,130
I Centro Storico,95
I Centro Storico,69
I Centro Storico,180
V Prenestino/Centocelle,50
I Centro Storico,116
I Centro Storico,64
I Centro Storico,96
V Prenestino/Centocelle,66
VII San Giovanni/CinecittĂ ,70
VIII Appia Antica,68
I Centro Storico,59
I Centro Storico,54
I Centro Storico,69
I Centro Storico,65
V Prenestino/Centocelle,67
VIII Appia Antica,60
VII San Giovanni/CinecittĂ ,35
XI Arvalia/Portuense,40
I Centro Storico,160
I Centro Storico,98
I Centro Storico,82
I Centro Storico,30
X Ostia/Acilia,60
I Centro Storico,90
I Centro Storico,63
I Centro Storico,37
I Centro Storico,150
VIII Appia Antica,58
VIII Appia Antica,110
I Centro Storico,259
I Centro Storico,79
XIV Monte Mario,54
II Parioli/Nomentano,139
II Parioli/Nomentano,99
I Centro Storico,127
VII San Giovanni/CinecittĂ ,39
I Centro Storico,104
VII San Giovanni/CinecittĂ ,69
I Centro Storico,10
VII San Giovanni/CinecittĂ ,60
I Centro Storico,118
I Centro Storico,37
I Centro Storico,80
I Centro Storico,100
XIII Aurelia,41
I Centro Storico,69
XIII Aurelia,83
III Monte Sacro,20
I Centro Storico,64
VII San Giovanni/CinecittĂ ,73
I Centro Storico,75
I Centro Storico,24
I Centro Storico,58
I Centro Storico,119
I Centro Storico,109
I Centro Storico,150
II Parioli/Nomentano,113
I Centro Storico,65
I Centro Storico,70
I Centro Storico,70
II Parioli/Nomentano,90
I Centro Storico,89
I Centro Storico,79
XIV Monte Mario,110
I Centro Storico,68
IX Eur,39
I Centro Storico,101
I Centro Storico,100
I Centro Storico,63
XIII Aurelia,99
I Centro Storico,78
I Centro Storico,90
I Centro Storico,119
I Centro Storico,45
II Parioli/Nomentano,120
VII San Giovanni/CinecittĂ ,55
I Centro Storico,139
I Centro Storico,98
II Parioli/Nomentano,54
I Centro Storico,72
XIV Monte Mario,35
I Centro Storico,120
I Centro Storico,150
I Centro Storico,73
I Centro Storico,100
II Parioli/Nomentano,63
VII San Giovanni/CinecittĂ ,20
VII San Giovanni/CinecittĂ ,79
VIII Appia Antica,200
XIII Aurelia,120
I Centro Storico,92
I Centro Storico,119
I Centro Storico,63
I Centro Storico,39
I Centro Storico,110
VIII Appia Antica,50
I Centro Storico,140
I Centro Storico,140
I Centro Storico,212
I Centro Storico,65
VII San Giovanni/CinecittĂ ,70
III Monte Sacro,65
I Centro Storico,200
VII San Giovanni/CinecittĂ ,179
XI Arvalia/Portuense,100
VII San Giovanni/CinecittĂ ,28
I Centro Storico,245
I Centro Storico,81
XV Cassia/Flaminia,149
I Centro Storico,121
I Centro Storico,90
VII San Giovanni/CinecittĂ ,69
XIII Aurelia,80
IV Tiburtina,98
I Centro Storico,70
I Centro Storico,149
II Parioli/Nomentano,50
V Prenestino/Centocelle,27
XIII Aurelia,55
VII San Giovanni/CinecittĂ ,51
II Parioli/Nomentano,100
VII San Giovanni/CinecittĂ ,83
I Centro Storico,28
I Centro Storico,45
VIII Appia Antica,60
VIII Appia Antica,70
I Centro Storico,150
V Prenestino/Centocelle,70
XV Cassia/Flaminia,80
I Centro Storico,80
I Centro Storico,240
XII Monte Verde,70
I Centro Storico,46
VII San Giovanni/CinecittĂ ,140
VII San Giovanni/CinecittĂ ,100
I Centro Storico,280
VII San Giovanni/CinecittĂ ,90
VII San Giovanni/CinecittĂ ,90
XIII Aurelia,140
XIII Aurelia,223
I Centro Storico,54
XII Monte Verde,55
I Centro Storico,145
XV Cassia/Flaminia,129
I Centro Storico,110
I Centro Storico,86
I Centro Storico,73
II Parioli/Nomentano,71
VII San Giovanni/CinecittĂ ,120
I Centro Storico,56
I Centro Storico,57
I Centro Storico,114
I Centro Storico,54
I Centro Storico,57
I Centro Storico,115
XII Monte Verde,80
I Centro Storico,52
I Centro Storico,92
V Prenestino/Centocelle,60
XII Monte Verde,65
I Centro Storico,55
I Centro Storico,120
I Centro Storico,76
I Centro Storico,119
XV Cassia/Flaminia,51
I Centro Storico,111
I Centro Storico,52
I Centro Storico,114
II Parioli/Nomentano,60
II Parioli/Nomentano,40
X Ostia/Acilia,95
XIII Aurelia,97
XIII Aurelia,46
XIV Monte Mario,35
II Parioli/Nomentano,77
I Centro Storico,68
XII Monte Verde,90
VI Roma delle Torri,40
I Centro Storico,85
XIII Aurelia,63
I Centro Storico,120
I Centro Storico,80
I Centro Storico,162
I Centro Storico,108
I Centro Storico,170
I Centro Storico,51
I Centro Storico,80
I Centro Storico,30
V Prenestino/Centocelle,180
I Centro Storico,70
I Centro Storico,73
XV Cassia/Flaminia,80
IV Tiburtina,36
X Ostia/Acilia,100
XI Arvalia/Portuense,65
I Centro Storico,167
I Centro Storico,125
I Centro Storico,150
III Monte Sacro,40
I Centro Storico,50
II Parioli/Nomentano,59
II Parioli/Nomentano,85
I Centro Storico,40
I Centro Storico,115
I Centro Storico,102
I Centro Storico,100
I Centro Storico,100
I Centro Storico,53
I Centro Storico,60
XIII Aurelia,47
I Centro Storico,53
II Parioli/Nomentano,38
XIII Aurelia,60
I Centro Storico,56
I Centro Storico,70
VII San Giovanni/CinecittĂ ,150
I Centro Storico,110
I Centro Storico,85
IX Eur,57
II Parioli/Nomentano,25
I Centro Storico,75
I Centro Storico,50
I Centro Storico,27
XIII Aurelia,95
XI Arvalia/Portuense,79
II Parioli/Nomentano,70
XV Cassia/Flaminia,120
I Centro Storico,80
VIII Appia Antica,73
I Centro Storico,84
I Centro Storico,80
III Monte Sacro,68
I Centro Storico,173
XIV Monte Mario,45
I Centro Storico,85
XII Monte Verde,33
II Parioli/Nomentano,89
I Centro Storico,98
XI Arvalia/Portuense,35
I Centro Storico,72
I Centro Storico,132
I Centro Storico,88
I Centro Storico,11
II Parioli/Nomentano,30
II Parioli/Nomentano,60
II Parioli/Nomentano,58
I Centro Storico,53
XIV Monte Mario,52
I Centro Storico,128
X Ostia/Acilia,65
XII Monte Verde,75
XIII Aurelia,29
I Centro Storico,80
II Parioli/Nomentano,63
VII San Giovanni/CinecittĂ ,49
VII San Giovanni/CinecittĂ ,45
I Centro Storico,97
I Centro Storico,90
VI Roma delle Torri,20
II Parioli/Nomentano,70
I Centro Storico,101
I Centro Storico,76
I Centro Storico,86
VI Roma delle Torri,50
I Centro Storico,99
I Centro Storico,150
V Prenestino/Centocelle,67
XII Monte Verde,45
I Centro Storico,120
I Centro Storico,100
I Centro Storico,165
I Centro Storico,33
I Centro Storico,50
I Centro Storico,90
I Centro Storico,151
IX Eur,111
XIII Aurelia,72
I Centro Storico,330
VII San Giovanni/CinecittĂ ,55
I Centro Storico,90
I Centro Storico,25
VII San Giovanni/CinecittĂ ,92
I Centro Storico,148
XII Monte Verde,150
I Centro Storico,100
I Centro Storico,199
I Centro Storico,101
I Centro Storico,122
II Parioli/Nomentano,50
I Centro Storico,79
X Ostia/Acilia,82
XIII Aurelia,70
II Parioli/Nomentano,39
I Centro Storico,58
I Centro Storico,123
I Centro Storico,54
VII San Giovanni/CinecittĂ ,55
VII San Giovanni/CinecittĂ ,78
VII San Giovanni/CinecittĂ ,78
VII San Giovanni/CinecittĂ ,78
VII San Giovanni/CinecittĂ ,83
VII San Giovanni/CinecittĂ ,83
VII San Giovanni/CinecittĂ ,83
VII San Giovanni/CinecittĂ ,83
I Centro Storico,180
X Ostia/Acilia,50
II Parioli/Nomentano,140
I Centro Storico,91
I Centro Storico,50
XII Monte Verde,70
XII Monte Verde,70
I Centro Storico,80
VII San Giovanni/CinecittĂ ,42
III Monte Sacro,90
I Centro Storico,90
VII San Giovanni/CinecittĂ ,104
I Centro Storico,70
I Centro Storico,65
I Centro Storico,95
I Centro Storico,86
I Centro Storico,59
X Ostia/Acilia,75
I Centro Storico,129
II Parioli/Nomentano,45
I Centro Storico,75
I Centro Storico,80
IV Tiburtina,55
I Centro Storico,86
I Centro Storico,120
II Parioli/Nomentano,85
I Centro Storico,78
I Centro Storico,104
I Centro Storico,108
I Centro Storico,131
I Centro Storico,199
I Centro Storico,47
VI Roma delle Torri,53
VII San Giovanni/CinecittĂ ,94
VII San Giovanni/CinecittĂ ,73
VII San Giovanni/CinecittĂ ,73
VII San Giovanni/CinecittĂ ,94
VII San Giovanni/CinecittĂ ,104
VII San Giovanni/CinecittĂ ,99
I Centro Storico,110
I Centro Storico,95
I Centro Storico,95
X Ostia/Acilia,27
I Centro Storico,110
I Centro Storico,110
I Centro Storico,86
IV Tiburtina,30
I Centro Storico,95
X Ostia/Acilia,43
V Prenestino/Centocelle,69
III Monte Sacro,65
XIII Aurelia,60
I Centro Storico,42
V Prenestino/Centocelle,50
I Centro Storico,98
I Centro Storico,59
II Parioli/Nomentano,75
I Centro Storico,50
I Centro Storico,106
I Centro Storico,112
I Centro Storico,97
IX Eur,80
VI Roma delle Torri,38
I Centro Storico,81
I Centro Storico,223
I Centro Storico,334
II Parioli/Nomentano,46
XV Cassia/Flaminia,50
II Parioli/Nomentano,45
I Centro Storico,149
XV Cassia/Flaminia,55
VIII Appia Antica,32
VIII Appia Antica,21
I Centro Storico,43
XIII Aurelia,55
I Centro Storico,69
VIII Appia Antica,52
I Centro Storico,115
XII Monte Verde,93
XII Monte Verde,93
XII Monte Verde,113
XII Monte Verde,113
XII Monte Verde,113
XII Monte Verde,113
XIII Aurelia,113
XII Monte Verde,93
XII Monte Verde,113
XII Monte Verde,93
XIII Aurelia,113
I Centro Storico,187
XII Monte Verde,93
XII Monte Verde,93
XV Cassia/Flaminia,80
I Centro Storico,130
I Centro Storico,80
III Monte Sacro,40
I Centro Storico,40
II Parioli/Nomentano,131
I Centro Storico,197
II Parioli/Nomentano,30
II Parioli/Nomentano,90
I Centro Storico,297
I Centro Storico,209
I Centro Storico,91
XII Monte Verde,70
I Centro Storico,105
XII Monte Verde,70
XIV Monte Mario,42
I Centro Storico,99
I Centro Storico,121
X Ostia/Acilia,90
II Parioli/Nomentano,46
XV Cassia/Flaminia,80
X Ostia/Acilia,67
I Centro Storico,141
I Centro Storico,80
I Centro Storico,49
XIII Aurelia,110
I Centro Storico,134
IX Eur,70
I Centro Storico,54
XIII Aurelia,100
I Centro Storico,80
I Centro Storico,83
II Parioli/Nomentano,45
V Prenestino/Centocelle,59
I Centro Storico,100
I Centro Storico,83
I Centro Storico,96
XIII Aurelia,116
XIII Aurelia,192
I Centro Storico,65
I Centro Storico,86
XII Monte Verde,70
XIII Aurelia,86
X Ostia/Acilia,76
I Centro Storico,143
IV Tiburtina,40
I Centro Storico,399
I Centro Storico,96
I Centro Storico,42
X Ostia/Acilia,41
I Centro Storico,90
I Centro Storico,80
II Parioli/Nomentano,69
IX Eur,65
I Centro Storico,70
II Parioli/Nomentano,78
I Centro Storico,185
II Parioli/Nomentano,61
I Centro Storico,52
I Centro Storico,143
I Centro Storico,176
XIII Aurelia,150
X Ostia/Acilia,56
I Centro Storico,100
I Centro Storico,88
I Centro Storico,50
I Centro Storico,100
I Centro Storico,94
X Ostia/Acilia,51
I Centro Storico,118
I Centro Storico,46
I Centro Storico,69
II Parioli/Nomentano,65
I Centro Storico,85
I Centro Storico,68
I Centro Storico,45
I Centro Storico,81
I Centro Storico,124
I Centro Storico,70
VII San Giovanni/CinecittĂ ,35
I Centro Storico,203
I Centro Storico,48
XI Arvalia/Portuense,40
II Parioli/Nomentano,55
I Centro Storico,57
XII Monte Verde,25
I Centro Storico,64
VII San Giovanni/CinecittĂ ,40
V Prenestino/Centocelle,38
II Parioli/Nomentano,80
III Monte Sacro,33
VII San Giovanni/CinecittĂ ,110
I Centro Storico,270
I Centro Storico,102
I Centro Storico,59
I Centro Storico,70
VIII Appia Antica,94
XV Cassia/Flaminia,68
IV Tiburtina,78
I Centro Storico,111
I Centro Storico,82
II Parioli/Nomentano,60
I Centro Storico,177
II Parioli/Nomentano,100
VI Roma delle Torri,56
I Centro Storico,148
I Centro Storico,100
I Centro Storico,74
IX Eur,85
IX Eur,39
IX Eur,50
I Centro Storico,70
I Centro Storico,109
III Monte Sacro,25
I Centro Storico,90
I Centro Storico,130
X Ostia/Acilia,64
I Centro Storico,60
XV Cassia/Flaminia,65
I Centro Storico,90
X Ostia/Acilia,61
I Centro Storico,200
I Centro Storico,172
I Centro Storico,59
VIII Appia Antica,30
I Centro Storico,110
I Centro Storico,120
XV Cassia/Flaminia,65
X Ostia/Acilia,30
V Prenestino/Centocelle,55
XIII Aurelia,65
I Centro Storico,202
III Monte Sacro,49
XV Cassia/Flaminia,140
I Centro Storico,90
VIII Appia Antica,50
X Ostia/Acilia,90
II Parioli/Nomentano,70
X Ostia/Acilia,61
I Centro Storico,275
I Centro Storico,385
VII San Giovanni/CinecittĂ ,58
I Centro Storico,71
XII Monte Verde,73
I Centro Storico,88
II Parioli/Nomentano,135
V Prenestino/Centocelle,20
VII San Giovanni/CinecittĂ ,65
X Ostia/Acilia,80
III Monte Sacro,41
I Centro Storico,88
I Centro Storico,215
II Parioli/Nomentano,50
I Centro Storico,68
VII San Giovanni/CinecittĂ ,60
I Centro Storico,74
I Centro Storico,105
I Centro Storico,120
I Centro Storico,168
XI Arvalia/Portuense,118
II Parioli/Nomentano,94
VIII Appia Antica,30
VII San Giovanni/CinecittĂ ,51
I Centro Storico,95
V Prenestino/Centocelle,59
I Centro Storico,50
I Centro Storico,50
X Ostia/Acilia,80
I Centro Storico,131
I Centro Storico,83
I Centro Storico,137
I Centro Storico,70
I Centro Storico,113
I Centro Storico,111
VII San Giovanni/CinecittĂ ,64
I Centro Storico,111
XII Monte Verde,120
I Centro Storico,111
V Prenestino/Centocelle,46
I Centro Storico,95
VII San Giovanni/CinecittĂ ,79
I Centro Storico,133
I Centro Storico,114
I Centro Storico,57
I Centro Storico,89
II Parioli/Nomentano,77
VIII Appia Antica,30
VIII Appia Antica,38
I Centro Storico,57
VIII Appia Antica,70
IV Tiburtina,49
VIII Appia Antica,41
I Centro Storico,70
I Centro Storico,150
I Centro Storico,69
I Centro Storico,86
I Centro Storico,53
VIII Appia Antica,38
V Prenestino/Centocelle,60
I Centro Storico,85
I Centro Storico,70
II Parioli/Nomentano,96
I Centro Storico,76
I Centro Storico,119
VIII Appia Antica,19
X Ostia/Acilia,65
XIII Aurelia,45
XIII Aurelia,56
V Prenestino/Centocelle,35
II Parioli/Nomentano,83
I Centro Storico,50
I Centro Storico,130
X Ostia/Acilia,77
I Centro Storico,123
II Parioli/Nomentano,80
I Centro Storico,120
I Centro Storico,98
I Centro Storico,100
V Prenestino/Centocelle,36
V Prenestino/Centocelle,58
VI Roma delle Torri,90
I Centro Storico,151
I Centro Storico,112
I Centro Storico,59
I Centro Storico,77
VIII Appia Antica,26
I Centro Storico,77
XIII Aurelia,73
VIII Appia Antica,50
XV Cassia/Flaminia,55
I Centro Storico,80
I Centro Storico,71
XV Cassia/Flaminia,15
I Centro Storico,95
I Centro Storico,60
I Centro Storico,164
I Centro Storico,110
I Centro Storico,230
I Centro Storico,104
V Prenestino/Centocelle,91
I Centro Storico,100
II Parioli/Nomentano,41
VIII Appia Antica,80
I Centro Storico,78
XIV Monte Mario,150
I Centro Storico,74
I Centro Storico,70
I Centro Storico,125
I Centro Storico,58
I Centro Storico,90
V Prenestino/Centocelle,30
I Centro Storico,67
XV Cassia/Flaminia,50
I Centro Storico,90
XIII Aurelia,200
VIII Appia Antica,56
I Centro Storico,85
I Centro Storico,147
I Centro Storico,130
I Centro Storico,111
I Centro Storico,70
XIV Monte Mario,67
I Centro Storico,81
I Centro Storico,62
VI Roma delle Torri,75
VIII Appia Antica,75
II Parioli/Nomentano,86
I Centro Storico,59
I Centro Storico,38
I Centro Storico,169
I Centro Storico,96
XII Monte Verde,80
I Centro Storico,109
I Centro Storico,77
I Centro Storico,110
I Centro Storico,100
V Prenestino/Centocelle,47
I Centro Storico,79
I Centro Storico,59
I Centro Storico,118
I Centro Storico,99
I Centro Storico,125
X Ostia/Acilia,90
XIII Aurelia,114
I Centro Storico,80
IV Tiburtina,25
I Centro Storico,159
VII San Giovanni/CinecittĂ ,39
I Centro Storico,83
VII San Giovanni/CinecittĂ ,29
I Centro Storico,99
I Centro Storico,69
I Centro Storico,90
V Prenestino/Centocelle,43
I Centro Storico,174
I Centro Storico,164
I Centro Storico,70
I Centro Storico,275
I Centro Storico,69
I Centro Storico,155
I Centro Storico,116
I Centro Storico,40
I Centro Storico,34
II Parioli/Nomentano,150
II Parioli/Nomentano,86
I Centro Storico,120
I Centro Storico,69
I Centro Storico,65
I Centro Storico,143
I Centro Storico,74
I Centro Storico,82
II Parioli/Nomentano,55
I Centro Storico,115
X Ostia/Acilia,71
I Centro Storico,33
I Centro Storico,105
I Centro Storico,115
I Centro Storico,82
I Centro Storico,177
II Parioli/Nomentano,60
II Parioli/Nomentano,65
III Monte Sacro,70
I Centro Storico,115
I Centro Storico,99
I Centro Storico,110
I Centro Storico,61
V Prenestino/Centocelle,100
II Parioli/Nomentano,49
II Parioli/Nomentano,59
VIII Appia Antica,55
VIII Appia Antica,40
I Centro Storico,49
I Centro Storico,125
I Centro Storico,71
I Centro Storico,162
I Centro Storico,41
I Centro Storico,141
I Centro Storico,49
I Centro Storico,70
I Centro Storico,50
I Centro Storico,54
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
XIII Aurelia,53
I Centro Storico,65
II Parioli/Nomentano,66
XIII Aurelia,57
I Centro Storico,175
X Ostia/Acilia,55
V Prenestino/Centocelle,40
XIII Aurelia,70
V Prenestino/Centocelle,25
I Centro Storico,53
I Centro Storico,140
I Centro Storico,74
V Prenestino/Centocelle,34
VII San Giovanni/CinecittĂ ,125
I Centro Storico,58
II Parioli/Nomentano,64
I Centro Storico,88
VII San Giovanni/CinecittĂ ,96
I Centro Storico,100
I Centro Storico,64
I Centro Storico,32
I Centro Storico,84
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
X Ostia/Acilia,200
